tick,completed_cumulative,completed_now,total_energy,dead_agents,latency_ms
244,35,0,2900.5500000000065,0,2.017199993133545
245,35,0,2903.750000000007,0,2.3241999733727425
246,35,0,2906.9500000000066,0,1.7576999962329865
247,35,0,2909.1500000000065,0,2.0437999919522554
248,35,0,2911.3500000000067,0,2.252299978863448
249,35,0,2920.9500000000066,0,2.2913000138942152
250,35,0,2931.550000000007,0,2.2541000216733664
251,35,0,2934.750000000007,0,2.140600001439452
252,35,0,2936.9500000000066,0,1.664099982008338
253,35,0,2949.850000000007,0,1.7513000057078898
254,35,0,2963.9000000000074,0,1.6812000249046832
255,35,0,2968.250000000007,0,1.736699981847778
256,35,0,2972.600000000007,0,2.1302000095602125
257,35,0,2983.350000000007,0,1.9464999786578119
258,35,0,2994.100000000007,0,2.1526000055018812
259,35,0,2997.450000000007,0,1.6562999808229506
260,35,0,3003.725000000007,0,2.0173999946564436
261,35,0,3011.000000000007,0,2.416800009086728
262,35,0,3020.5750000000075,0,2.049299975624308
263,35,0,3029.0000000000077,0,2.0247999927960336
264,35,0,3035.1250000000073,0,2.042799984337762
265,35,0,3047.6500000000074,0,2.0235000120010227
266,35,0,3060.1750000000075,0,2.1120000164955854
267,36,1,3072.7000000000075,0,2.3321000044234097
268,36,0,3084.600000000007,0,2.024899993557483
269,36,0,3090.1000000000076,0,2.385700005106628
270,36,0,3095.6000000000076,0,2.0284000202082098
271,36,0,3102.1000000000076,0,2.0189999777358025
272,36,0,3106.300000000008,0,2.0271000103093684
273,36,0,3109.5000000000077,0,2.0549999899230897
274,36,0,3122.400000000008,0,2.0678000000771135
275,36,0,3139.3750000000077,0,2.022700005909428
276,36,0,3146.6500000000074,0,2.2976000036578625
277,36,0,3151.000000000008,0,1.6915999876800925
278,36,0,3155.3500000000076,0,2.0037000067532063
279,36,0,3158.550000000008,0,1.7603000160306692
280,36,0,3164.675000000008,0,2.050000010058284
281,36,0,3170.800000000008,0,2.0193999807816
282,36,0,3176.925000000008,0,1.7189999925903976
283,36,0,3184.050000000008,0,2.00899998890236
284,36,0,3190.175000000008,0,2.1075000113341957
285,36,0,3196.3000000000084,0,1.6388999938499182
286,36,0,3202.4250000000084,0,2.0271000103093684
287,36,0,3208.5500000000084,0,2.1403999999165535
288,36,0,3224.5250000000083,0,2.31280000298284
289,36,0,3240.500000000008,0,2.1161999902687967
290,36,0,3246.7750000000083,0,2.058400015812367
291,36,0,3254.2000000000085,0,2.043300017248839
292,36,0,3261.625000000008,0,2.657900011399761
293,36,0,3267.9000000000083,0,2.4787000147625804
294,36,0,3281.5750000000085,0,2.144900005077943
295,37,1,3295.2500000000086,0,2.1727999846916646
296,37,0,3301.3750000000086,0,2.4642999924253672
297,37,0,3307.5000000000086,0,2.039399987552315
298,38,1,3320.0250000000083,0,2.408200001809746
299,38,0,3339.3250000000085,0,1.6533999878447503
300,38,0,3351.225000000009,0,1.9755999965127558
301,38,0,3355.725000000009,0,2.3612000222783536
302,38,0,3357.925000000009,0,2.012399985687807
303,38,0,3360.1250000000086,0,2.3487999860662967
304,38,0,3363.3250000000085,0,2.027300011832267
305,38,0,3373.925000000009,0,2.3418000200763345
306,38,0,3384.5250000000087,0,2.4098000139929354
307,38,0,3397.2750000000087,0,1.6782000020612031
308,38,0,3410.0250000000087,0,2.0360999915283173
309,38,0,3415.375000000009,0,1.954499981366098
310,38,0,3420.8750000000086,0,1.65049999486655
311,38,0,3428.6750000000093,0,2.468799997586757
312,38,0,3436.475000000009,0,2.01650001690723
313,38,0,3441.9750000000085,0,2.02089999220334
314,38,0,3447.475000000009,0,2.0699999877251685
315,39,1,3451.825000000009,0,2.0087999873794615
316,39,0,3456.0250000000087,0,2.4053000088315457
317,39,0,3460.225000000009,0,2.0139999978709966
318,39,0,3466.725000000009,0,2.353600022615865
319,39,0,3474.3750000000095,0,2.1222999785095453
320,39,0,3481.025000000009,0,1.6748000052757561
321,39,0,3486.525000000009,0,2.159600000595674
322,39,0,3492.650000000009,0,1.6536999901290983
323,39,0,3498.7750000000096,0,2.0133999933023006
324,39,0,3507.2000000000094,0,2.438200026517734
325,39,0,3523.025000000009,0,2.1284999966155738
326,39,0,3536.7000000000094,0,2.0320999901741743
327,39,0,3550.3750000000095,0,2.0336000015959144
328,39,0,3564.0500000000097,0,1.7386999970767647
329,39,0,3577.7250000000095,0,2.1137000003363937
